datetime,timestamp,open,high,low,close,volume
2025-06-15 03:00:00,1749956400000,105527.79,105638.4,105512.78,105534.24,24.1769311
2025-06-15 04:00:00,1749960000000,105534.24,105629.08,105531.17,105620.25,29.91829056
2025-06-15 05:00:00,1749963600000,105620.25,106150.99,105547.26,106115.74,65.26010342
2025-06-15 06:00:00,1749967200000,106126.56,106184.13,105469.75,105493.9,62.36600165
2025-06-15 07:00:00,1749970800000,105493.9,105515.15,105254.85,105470.67,40.69983189
2025-06-15 08:00:00,1749974400000,105465.85,105533.06,105173.71,105236.83,37.56079019
2025-06-15 09:00:00,1749978000000,105236.83,105236.83,104900.02,104963.99,63.32258866
2025-06-15 10:00:00,1749981600000,104963.99,105235.76,104955.92,105153.21,31.93084818
2025-06-15 11:00:00,1749985200000,105153.21,105210.58,104936.25,105011.89,46.01301429
2025-06-15 12:00:00,1749988800000,105011.89,105341.94,104980.41,105329.32,70.98512414
2025-06-15 13:00:00,1749992400000,105329.32,105693.79,105257.21,105565.67,99.69604158
2025-06-15 14:00:00,1749996000000,105565.68,105896.75,105335.88,105685.71,94.31975088
2025-06-15 15:00:00,1749999600000,105685.73,105848.34,105560.0,105597.85,54.96896556
2025-06-15 16:00:00,1750003200000,105597.86,105720.55,105355.31,105605.84,73.97835265
2025-06-15 17:00:00,1750006800000,105605.83,105818.46,105500.0,105719.55,79.30925362
2025-06-15 18:00:00,1750010400000,105719.5,105728.8,105492.03,105513.59,66.82176883
2025-06-15 19:00:00,1750014000000,105513.56,105611.91,105103.16,105333.91,106.04243895
2025-06-15 20:00:00,1750017600000,105333.93,105333.93,104615.66,104762.86,128.37000255
2025-06-15 21:00:00,1750021200000,104762.85,104861.08,104505.05,104814.61,113.25065809
2025-06-15 22:00:00,1750024800000,104814.6,105393.0,104751.35,105284.87,170.13737628
2025-06-15 23:00:00,1750028400000,105284.87,105641.29,105230.07,105599.25,76.86349156
2025-06-16 00:00:00,1750032000000,105600.21,105796.91,105362.31,105448.09,127.98630505
2025-06-16 01:00:00,1750035600000,105442.18,105914.28,104982.26,105824.33,198.27984678
2025-06-16 02:00:00,1750039200000,105824.32,105999.0,105691.06,105803.1,115.75586505
2025-06-16 03:00:00,1750042800000,105803.09,105999.0,105722.77,105935.25,78.91615688
2025-06-16 04:00:00,1750046400000,105940.18,106457.31,105886.3,106426.95,164.61739202
2025-06-16 05:00:00,1750050000000,106429.68,106821.98,106332.98,106597.74,132.68580784
2025-06-16 06:00:00,1750053600000,106597.74,106798.85,106525.01,106599.38,105.95815209
2025-06-16 07:00:00,1750057200000,106599.62,107299.99,106599.62,107080.07,197.58109611
2025-06-16 08:00:00,1750060800000,107080.07,107257.62,106957.22,107197.94,86.9355933
2025-06-16 09:00:00,1750064400000,107197.94,107269.22,106895.03,106972.99,110.10761065
2025-06-16 10:00:00,1750068000000,106976.42,107234.54,106750.0,106849.0,97.63692925
2025-06-16 11:00:00,1750071600000,106856.72,106983.37,106577.52,106900.0,114.8117165
2025-06-16 12:00:00,1750075200000,106900.0,106917.73,106600.01,106697.02,82.29412122
2025-06-16 13:00:00,1750078800000,106697.01,107213.28,106506.75,107194.33,329.44912023
2025-06-16 14:00:00,1750082400000,107180.95,107868.12,106800.99,107574.63,745.60660541
2025-06-16 15:00:00,1750086000000,107574.63,107762.74,107337.01,107478.21,323.0359275
2025-06-16 16:00:00,1750089600000,107479.94,107955.0,107347.82,107816.53,311.59697009
2025-06-16 17:00:00,1750093200000,107816.53,108074.44,107657.93,107790.18,296.68609036
2025-06-16 18:00:00,1750096800000,107790.17,108338.94,107724.06,108313.05,271.34632645
2025-06-16 19:00:00,1750100400000,108313.04,108952.21,108313.04,108699.51,756.23359683
2025-06-16 20:00:00,1750104000000,108699.54,108900.0,108449.79,108845.46,339.65165313
2025-06-16 21:00:00,1750107600000,108840.72,108887.33,108367.6,108563.94,171.86294563
2025-06-16 22:00:00,1750111200000,108563.95,109000.0,107467.49,107735.9,472.60406942
2025-06-16 23:00:00,1750114800000,107737.66,108045.0,106738.56,106853.38,321.34379562
2025-06-17 00:00:00,1750118400000,106853.38,107318.96,106147.24,107273.22,519.21329834
2025-06-17 01:00:00,1750122000000,107273.22,107458.24,106967.63,107232.37,149.6047033
2025-06-17 02:00:00,1750125600000,107232.37,107626.02,106600.36,107517.68,168.80000144
2025-06-17 03:00:00,1750129200000,107517.69,107792.9,107391.45,107630.24,129.84819682
2025-06-17 04:00:00,1750132800000,107630.25,107764.13,107333.35,107362.47,86.02713287
2025-06-17 05:00:00,1750136400000,107361.57,107438.64,107066.0,107150.71,83.85353828
2025-06-17 06:00:00,1750140000000,107150.68,107274.04,106744.01,106868.23,128.13165699
2025-06-17 07:00:00,1750143600000,106869.9,106910.74,106501.0,106792.45,108.469901
2025-06-17 08:00:00,1750147200000,106792.45,106862.77,106518.08,106586.8,94.4189887
2025-06-17 09:00:00,1750150800000,106592.24,106719.83,106081.16,106188.35,170.328884
2025-06-17 10:00:00,1750154400000,106188.35,106281.32,105763.36,105970.34,181.46670331
2025-06-17 11:00:00,1750158000000,105970.33,105983.67,105515.89,105659.83,157.5092051
2025-06-17 12:00:00,1750161600000,105659.35,105887.83,105454.59,105540.7,166.51073547
2025-06-17 13:00:00,1750165200000,105540.7,105794.13,105208.38,105373.47,298.76000241
2025-06-17 14:00:00,1750168800000,105373.31,105724.72,104783.25,104861.0,467.76248562
2025-06-17 15:00:00,1750172400000,104861.0,104986.45,104133.12,104246.81,779.46914687
2025-06-17 16:00:00,1750176000000,104250.0,104505.31,103500.0,103643.33,892.39557858
2025-06-17 17:00:00,1750179600000,103643.32,104266.67,103363.3,103822.11,706.94050093
2025-06-17 18:00:00,1750183200000,103822.16,104452.0,103625.17,104448.32,375.15618353
2025-06-17 19:00:00,1750186800000,104441.64,105377.0,104433.12,104705.02,1317.3103646
2025-06-17 20:00:00,1750190400000,104705.02,104926.69,104266.12,104388.35,219.16669585
2025-06-17 21:00:00,1750194000000,104388.35,104866.04,104279.71,104591.9,199.54457126
2025-06-17 22:00:00,1750197600000,104586.01,104773.8,104222.06,104253.55,180.64663112
2025-06-17 23:00:00,1750201200000,104253.55,104758.25,104236.76,104590.44,107.61131804
2025-06-18 00:00:00,1750204800000,104590.44,104889.94,104389.78,104856.06,122.78373596
2025-06-18 01:00:00,1750208400000,104853.71,105221.11,104701.88,104817.94,156.2055723
2025-06-18 02:00:00,1750212000000,104817.94,105120.0,104710.38,104872.56,117.99647319
2025-06-18 03:00:00,1750215600000,104872.57,105279.5,104862.88,105207.65,94.98642722
2025-06-18 04:00:00,1750219200000,105206.53,105541.07,105077.53,105479.87,87.62888791
2025-06-18 05:00:00,1750222800000,105479.85,105603.63,105400.76,105437.95,62.81098721
2025-06-18 06:00:00,1750226400000,105438.52,105564.01,104914.33,104990.27,92.8184285
2025-06-18 07:00:00,1750230000000,104990.27,105035.9,104731.26,104996.51,74.10120502
2025-06-18 08:00:00,1750233600000,104996.5,105336.17,104749.75,104977.93,85.60117792
2025-06-18 09:00:00,1750237200000,104982.22,105159.7,104585.56,104707.41,98.49061359
2025-06-18 10:00:00,1750240800000,104707.42,104829.36,104191.62,104288.91,178.46662272
2025-06-18 11:00:00,1750244400000,104284.0,104887.76,104205.54,104858.58,142.64456159
2025-06-18 12:00:00,1750248000000,104858.58,104932.84,104500.0,104539.48,117.84315297
2025-06-18 13:00:00,1750251600000,104534.02,104579.95,103837.75,104460.85,346.89943149
2025-06-18 14:00:00,1750255200000,104460.86,105348.75,104233.5,104646.82,358.65862936
2025-06-18 15:00:00,1750258800000,104646.82,105014.67,104161.37,104823.0,269.08380409
2025-06-18 16:00:00,1750262400000,104823.25,104876.98,104366.46,104446.91,149.89159488
2025-06-18 17:00:00,1750266000000,104446.92,104540.93,103627.0,104366.33,330.57581835
2025-06-18 18:00:00,1750269600000,104356.73,104732.42,103591.08,103641.86,399.06583191
2025-06-18 19:00:00,1750273200000,103641.85,104475.67,103512.38,103818.67,598.65887569
2025-06-18 20:00:00,1750276800000,103818.67,105042.08,103645.68,104840.57,421.42391881
2025-06-18 21:00:00,1750280400000,104840.58,105179.99,104391.81,105116.71,295.58695493
2025-06-18 22:00:00,1750284000000,105115.93,105183.0,104823.33,104855.27,190.62049259
2025-06-18 23:00:00,1750287600000,104853.65,105005.0,104656.4,104915.6,125.30062924
2025-06-19 00:00:00,1750291200000,104915.6,105266.61,104705.43,104995.97,131.83721973
2025-06-19 01:00:00,1750294800000,104995.97,105013.42,104496.36,104649.11,157.18135273
2025-06-19 02:00:00,1750298400000,104649.12,105070.74,104490.77,104742.32,201.03985097
2025-06-19 03:00:00,1750302000000,104742.31,105138.04,104742.31,105129.91,81.55355069
2025-06-19 04:00:00,1750305600000,105129.91,105137.48,104816.94,105109.79,95.54455172
2025-06-19 05:00:00,1750309200000,105108.62,105247.99,104850.34,104919.13,72.29029611
2025-06-19 06:00:00,1750312800000,104919.14,105011.06,104643.73,104733.6,41.71962778
2025-06-19 07:00:00,1750316400000,104733.61,104892.46,104636.53,104662.53,41.00761812
2025-06-19 08:00:00,1750320000000,104662.53,105016.0,104648.35,104761.56,40.88693329
2025-06-19 09:00:00,1750323600000,104758.09,105053.64,104741.63,105025.78,49.32587286
2025-06-19 10:00:00,1750327200000,105011.45,105100.0,104867.77,104941.84,43.82500326
2025-06-19 11:00:00,1750330800000,104941.85,104942.75,104750.0,104802.4,33.46167067
2025-06-19 12:00:00,1750334400000,104802.39,104946.45,104689.06,104775.18,83.67011625
2025-06-19 13:00:00,1750338000000,104775.19,104822.79,104261.8,104304.63,105.88034442
2025-06-19 14:00:00,1750341600000,104304.62,104711.11,104121.84,104171.72,143.38616184
2025-06-19 15:00:00,1750345200000,104174.55,104489.58,104100.0,104127.74,183.31006533
2025-06-19 16:00:00,1750348800000,104127.73,104459.5,103949.28,104033.85,122.10405678
2025-06-19 17:00:00,1750352400000,104029.62,104861.57,103916.37,104535.56,148.67650666
2025-06-19 18:00:00,1750356000000,104538.64,104734.49,104311.3,104409.99,96.07526534
2025-06-19 19:00:00,1750359600000,104410.0,104499.18,104138.95,104269.56,98.81198012
2025-06-19 20:00:00,1750363200000,104275.19,104538.61,104161.98,104300.81,67.43859001
2025-06-19 21:00:00,1750366800000,104294.27,104449.27,104236.47,104349.62,66.44229611
2025-06-19 22:00:00,1750370400000,104351.01,104800.0,104351.01,104620.34,92.43270971
2025-06-19 23:00:00,1750374000000,104617.7,104919.39,104480.78,104671.9,81.15677957
2025-06-20 00:00:00,1750377600000,104671.4,104857.11,104583.95,104715.34,64.7493371
2025-06-20 01:00:00,1750381200000,104720.22,104822.01,104406.53,104807.97,59.14767793
2025-06-20 02:00:00,1750384800000,104807.97,104830.0,104516.13,104654.78,61.38928428
2025-06-20 03:00:00,1750388400000,104654.76,104728.48,104516.44,104618.04,56.36427106
2025-06-20 04:00:00,1750392000000,104618.05,104638.27,104250.0,104275.83,67.64881058
2025-06-20 05:00:00,1750395600000,104275.83,104617.9,104271.15,104617.65,58.66968775
2025-06-20 06:00:00,1750399200000,104617.65,104789.52,104617.65,104743.49,51.65633723
2025-06-20 07:00:00,1750402800000,104743.49,105848.76,104656.2,105837.99,255.70220942
2025-06-20 08:00:00,1750406400000,105837.99,106553.86,105810.13,105980.34,377.71632971
2025-06-20 09:00:00,1750410000000,105980.37,106106.08,105770.75,105961.74,90.69300061
2025-06-20 10:00:00,1750413600000,105957.65,106200.0,105842.74,105978.82,73.56344708
2025-06-20 11:00:00,1750417200000,105978.81,106100.0,105820.47,106001.7,99.71225191
2025-06-20 12:00:00,1750420800000,106001.71,106130.99,105879.9,105994.06,123.80062205
2025-06-20 13:00:00,1750424400000,106001.43,106167.9,105388.89,105686.0,290.23785193
2025-06-20 14:00:00,1750428000000,105682.03,105822.82,103864.03,103928.42,454.53877298
2025-06-20 15:00:00,1750431600000,103929.88,104650.13,103890.21,104244.14,320.01227707
2025-06-20 16:00:00,1750435200000,104244.15,104289.97,103631.71,103692.21,246.8281375
2025-06-20 17:00:00,1750438800000,103682.18,103785.18,102357.25,103283.32,925.38875439
2025-06-20 18:00:00,1750442400000,103283.32,103455.28,103050.0,103197.42,335.98646298
2025-06-20 19:00:00,1750446000000,103196.06,103524.99,103003.24,103326.33,477.51179633
2025-06-20 20:00:00,1750449600000,103326.33,103843.48,103304.47,103721.31,168.91726186
2025-06-20 21:00:00,1750453200000,103721.36,103756.62,103363.16,103547.81,94.21372308
2025-06-20 22:00:00,1750456800000,103547.81,103553.92,102994.52,103127.23,202.32455971
2025-06-20 23:00:00,1750460400000,103127.22,103359.99,102980.0,103317.8,90.86339722
2025-06-21 00:00:00,1750464000000,103317.79,103366.66,103133.91,103280.05,74.30340993
2025-06-21 01:00:00,1750467600000,103280.04,103550.78,103163.95,103546.9,69.45606044
2025-06-21 02:00:00,1750471200000,103550.77,103569.77,103394.16,103528.67,45.17287333
2025-06-21 03:00:00,1750474800000,103528.67,103722.23,103512.47,103515.31,61.82516145
2025-06-21 04:00:00,1750478400000,103514.96,103556.56,103354.0,103414.89,51.15751534
2025-06-21 05:00:00,1750482000000,103414.87,103523.24,103370.98,103451.68,28.00473604
2025-06-21 06:00:00,1750485600000,103456.22,103637.07,103345.47,103603.89,53.90526425
2025-06-21 07:00:00,1750489200000,103603.88,103609.71,103394.24,103475.28,24.47728617
2025-06-21 08:00:00,1750492800000,103475.27,103850.65,103475.27,103836.14,43.29616301
2025-06-21 09:00:00,1750496400000,103836.14,103978.93,103678.92,103870.29,56.22865704
2025-06-21 10:00:00,1750500000000,103866.35,104013.64,103790.65,103861.26,42.48958042
2025-06-21 11:00:00,1750503600000,103861.26,103950.95,103750.01,103897.18,39.33852835
2025-06-21 12:00:00,1750507200000,103897.18,103968.39,103767.24,103826.04,67.66369892
2025-06-21 13:00:00,1750510800000,103826.05,103900.27,103562.7,103595.86,130.84844358
2025-06-21 14:00:00,1750514400000,103595.87,103799.99,103411.37,103584.37,114.7688817
2025-06-21 15:00:00,1750518000000,103584.37,103717.61,103307.32,103587.05,105.8234163
2025-06-21 16:00:00,1750521600000,103587.05,103686.64,103462.51,103512.74,91.91898974
2025-06-21 17:00:00,1750525200000,103512.11,103632.93,103172.32,103209.11,79.66129683
2025-06-21 18:00:00,1750528800000,103209.11,103461.51,102625.0,102684.2,197.30971624
2025-06-21 19:00:00,1750532400000,102684.19,102786.48,102217.08,102272.72,278.42914593
2025-06-21 20:00:00,1750536000000,102267.48,102913.52,102219.1,102795.05,355.93934
2025-06-21 21:00:00,1750539600000,102794.98,102856.23,101126.0,101479.07,586.53222985
2025-06-21 22:00:00,1750543200000,101479.07,102034.33,101447.53,101810.83,245.00204203
2025-06-21 23:00:00,1750546800000,101810.08,102335.29,100919.19,102160.03,443.960838
2025-06-22 00:00:00,1750550400000,102160.36,103417.0,101870.48,102908.7,521.95283811
2025-06-22 01:00:00,1750554000000,102898.38,103052.57,102261.29,102433.19,252.39134143
2025-06-22 02:00:00,1750557600000,102429.26,102935.07,101916.42,102381.14,337.87747444
2025-06-22 03:00:00,1750561200000,102381.13,102653.01,102161.34,102416.01,129.18082914
2025-06-22 04:00:00,1750564800000,102416.01,102825.36,102289.93,102582.11,74.61548259
2025-06-22 05:00:00,1750568400000,102582.1,102966.95,102582.1,102890.06,73.19336695
2025-06-22 06:00:00,1750572000000,102887.35,102990.17,102728.23,102782.97,78.3387158
2025-06-22 07:00:00,1750575600000,102782.98,102805.14,102300.01,102468.55,89.16172271
2025-06-22 08:00:00,1750579200000,102465.65,102743.94,102338.03,102741.71,51.89663959
2025-06-22 09:00:00,1750582800000,102741.4,102840.0,102111.8,102232.26,86.34031716
2025-06-22 10:00:00,1750586400000,102232.82,102573.96,102179.75,102525.15,54.24077365
2025-06-22 11:00:00,1750590000000,102525.15,102800.32,102457.65,102765.41,70.95380533
2025-06-22 12:00:00,1750593600000,102765.4,102859.11,102591.09,102779.22,97.29374153
2025-06-22 13:00:00,1750597200000,102779.21,102840.0,100312.1,100883.33,606.35548025
2025-06-22 14:00:00,1750600800000,100879.85,101270.22,99100.01,99660.81,1384.76687628
2025-06-22 15:00:00,1750604400000,99660.81,99847.38,98948.54,98950.3,677.34708676
2025-06-22 16:00:00,1750608000000,98948.54,99725.0,98700.01,99698.88,755.79868863
2025-06-22 17:00:00,1750611600000,99700.98,100400.74,99450.0,99521.3,390.15618668
2025-06-22 18:00:00,1750615200000,99521.3,99823.5,99379.0,99463.75,197.39689444
2025-06-22 19:00:00,1750618800000,99463.75,99492.3,98825.46,98914.74,245.84889759
2025-06-22 20:00:00,1750622400000,98914.75,99791.35,98225.01,99566.57,506.66140109
2025-06-22 21:00:00,1750626000000,99570.29,99698.6,99039.29,99214.23,214.30128089
2025-06-22 22:00:00,1750629600000,99212.39,101016.54,99153.84,101016.54,688.57830868
2025-06-22 23:00:00,1750633200000,101016.54,101086.49,100684.93,100996.87,287.61059474
2025-06-23 00:00:00,1750636800000,100996.87,101682.99,100522.05,100959.18,309.68191456
2025-06-23 01:00:00,1750640400000,100959.18,101155.12,100588.66,101150.06,212.21990303
2025-06-23 02:00:00,1750644000000,101142.61,101431.81,100958.03,101326.54,166.79267794
2025-06-23 03:00:00,1750647600000,101326.53,101407.85,101111.58,101200.0,106.53973916
2025-06-23 04:00:00,1750651200000,101199.99,101363.67,101020.2,101215.05,105.92827769
2025-06-23 05:00:00,1750654800000,101220.21,101885.91,101220.2,101804.66,165.67769985
2025-06-23 06:00:00,1750658400000,101805.41,102111.2,101674.93,101977.08,185.50293265
2025-06-23 07:00:00,1750662000000,101982.51,102177.39,101786.47,101976.06,137.17447454
2025-06-23 08:00:00,1750665600000,101976.06,102118.65,101781.89,101903.31,97.58029065
2025-06-23 09:00:00,1750669200000,101903.31,101917.33,101420.43,101594.96,189.69616958
2025-06-23 10:00:00,1750672800000,101594.97,101624.76,101235.46,101499.77,101.78956899
2025-06-23 11:00:00,1750676400000,101499.88,101611.96,101140.81,101328.51,243.15378599
2025-06-23 12:00:00,1750680000000,101328.54,101727.27,101144.35,101717.62,180.64452049
2025-06-23 13:00:00,1750683600000,101714.14,102521.28,100835.89,102398.63,575.31130894
2025-06-23 14:00:00,1750687200000,102407.01,102662.55,101548.0,101679.47,593.36128695
2025-06-23 15:00:00,1750690800000,101679.48,102109.52,101351.27,101479.84,293.6301325
2025-06-23 16:00:00,1750694400000,101479.84,101509.81,99677.07,100743.4,972.40031481
2025-06-23 17:00:00,1750698000000,100743.41,102764.45,100528.82,102553.58,703.95264519
2025-06-23 18:00:00,1750701600000,102553.58,103377.99,102450.54,103004.67,711.83114038
2025-06-23 19:00:00,1750705200000,103010.25,103420.0,102731.69,103243.85,376.56761995
2025-06-23 20:00:00,1750708800000,103245.73,103994.99,102943.24,103801.43,422.05300567
2025-06-23 21:00:00,1750712400000,103801.44,104293.28,103703.36,103762.97,383.95499684
2025-06-23 22:00:00,1750716000000,103763.02,106135.47,103763.0,105631.9,1327.43887769
2025-06-23 23:00:00,1750719600000,105629.69,105770.66,105186.92,105419.39,347.98348193
2025-06-24 00:00:00,1750723200000,105418.4,105586.21,104972.5,105207.66,216.46230655
2025-06-24 01:00:00,1750726800000,105206.89,105575.59,105038.74,105526.17,266.09202038
2025-06-24 02:00:00,1750730400000,105521.23,105521.23,104797.52,104841.98,197.69645727
2025-06-24 03:00:00,1750734000000,104841.97,105208.29,104772.91,104996.12,119.39333618
2025-06-24 04:00:00,1750737600000,104993.13,105041.34,104773.8,104898.61,115.89288082
2025-06-24 05:00:00,1750741200000,104898.61,105503.38,104898.61,105477.4,331.53000436
2025-06-24 06:00:00,1750744800000,105477.4,105916.27,105312.11,105738.63,248.77193907
2025-06-24 07:00:00,1750748400000,105738.62,105859.84,104949.01,104997.25,309.01891265
2025-06-24 08:00:00,1750752000000,104994.68,105247.35,104681.83,105079.95,406.2892974
2025-06-24 09:00:00,1750755600000,105079.95,105650.79,105035.01,105273.31,91.70518259
2025-06-24 10:00:00,1750759200000,105273.31,105432.6,105137.98,105339.02,67.2677409
2025-06-24 11:00:00,1750762800000,105340.16,105493.52,105064.02,105240.53,111.25132901
2025-06-24 12:00:00,1750766400000,105240.53,105375.48,105018.9,105262.41,107.7322336
2025-06-24 13:00:00,1750770000000,105262.41,105452.0,104851.26,105134.95,260.56311895
2025-06-24 14:00:00,1750773600000,105134.95,105737.96,104985.71,105588.51,457.52900356
2025-06-24 15:00:00,1750777200000,105588.52,105812.65,105201.01,105300.0,398.080072
2025-06-24 16:00:00,1750780800000,105300.01,106343.47,105234.99,106284.58,444.03643133
2025-06-24 17:00:00,1750784400000,106289.26,106366.29,105675.66,106123.58,305.06773994
2025-06-24 18:00:00,1750788000000,106123.57,106170.47,105583.97,105584.69,221.14203506
2025-06-24 19:00:00,1750791600000,105587.41,105744.01,105330.0,105710.77,391.50966012
2025-06-24 20:00:00,1750795200000,105704.5,106178.39,105500.0,106145.66,251.02045976
2025-06-24 21:00:00,1750798800000,106142.37,106168.96,105779.8,106032.0,225.25041611
2025-06-24 22:00:00,1750802400000,106033.75,106097.12,105784.63,106074.0,124.19153713
2025-06-24 23:00:00,1750806000000,106073.9,106157.7,105820.01,106141.0,105.71496194
2025-06-25 00:00:00,1750809600000,106141.01,106528.51,105875.0,106451.89,206.7870418
2025-06-25 01:00:00,1750813200000,106451.88,106672.06,106074.24,106447.15,182.49202776
2025-06-25 02:00:00,1750816800000,106446.56,106865.31,106356.01,106537.56,179.84086083
2025-06-25 03:00:00,1750820400000,106537.55,106672.0,106282.51,106301.44,88.5966978
2025-06-25 04:00:00,1750824000000,106301.44,106396.45,106055.7,106256.06,111.44782989
2025-06-25 05:00:00,1750827600000,106256.06,106464.1,106090.88,106270.77,67.01449102
2025-06-25 06:00:00,1750831200000,106273.62,106522.74,106186.91,106460.71,59.67011249
2025-06-25 07:00:00,1750834800000,106460.71,106771.22,106373.42,106657.35,62.58330067
2025-06-25 08:00:00,1750838400000,106657.77,106735.9,106390.27,106688.0,66.43062268
2025-06-25 09:00:00,1750842000000,106696.0,107035.04,106515.38,106706.82,184.83200726
2025-06-25 10:00:00,1750845600000,106706.83,107245.83,106615.79,107190.29,161.84453118
2025-06-25 11:00:00,1750849200000,107190.29,107286.5,106929.25,107252.04,171.45796375
2025-06-25 12:00:00,1750852800000,107252.05,107343.35,106976.5,107291.51,182.49865322
2025-06-25 13:00:00,1750856400000,107291.51,108184.86,107206.06,107995.47,652.35785555
2025-06-25 14:00:00,1750860000000,107989.97,108206.0,107290.35,107703.0,707.23235379
2025-06-25 15:00:00,1750863600000,107703.0,107721.03,106818.83,107101.15,860.57604173
2025-06-25 16:00:00,1750867200000,107101.15,107593.16,107040.04,107213.41,501.48724153
2025-06-25 17:00:00,1750870800000,107213.4,107611.36,106983.26,107465.34,489.23364999
2025-06-25 18:00:00,1750874400000,107465.33,107621.78,107240.03,107492.0,446.49880558
